,0
157305,4
157306,5
157308,5
157309,11
157310,13
157311,4
157312,3
157313,8
157314,8
157315,6
157316,9
157317,6
157319,9
157320,9
157321,8
157322,22
157323,7
157324,3
157325,12
157326,15
157327,7
157328,9
157329,12
157331,5
157332,11
157333,13
157334,9
157335,2
157336,17
157337,3
157338,13
157339,8
157340,5
157342,6
157343,9
157344,9
157345,12
157346,6
157347,7
157348,5
157349,7
157350,8
157351,7
157353,6
157354,9
157355,9
157356,4
157357,5
157358,6
157359,10
157360,8
157361,5
157362,13
157364,4
157365,6
157366,9
157367,3
157368,5
157369,9
157370,8
157371,4
157372,9
157373,5
157440,18
157551,16
157591,7
157592,3
157660,0
157661,13
157668,1
157676,2
157677,1
157687,2
157693,2
157694,2
157695,1
157731,5
157732,5
157747,12
157858,17
157969,15
158081,10
158192,13
158303,11
158414,13
158525,13
158636,10
158747,14
158858,10
158969,13
159080,14
159192,15
159303,11
159414,13
159525,10
159636,8
159747,17
159858,10
159969,11
160080,12
160191,11
160303,12
160414,13
160525,9
160636,12
160747,12
160858,22
160969,11
161080,12
161191,12
161214,16
161225,12
161236,8
161247,7
161258,8
161269,5
161280,7
161291,7
161302,16
161314,6
161325,5
161336,12
161347,12
161358,39
161369,12
161380,7
161391,5
161402,6
161414,15
161415,5
161437,12
161448,12
161459,10
161470,12
161481,7
161492,5
161503,10
161514,6
161525,15
161526,5
161537,9
161559,8
161570,10
161581,10
161592,8
161603,5
161614,7
161625,5
161636,12
161637,6
161648,3
161659,9
161681,16
161692,10
161703,8
161714,10
161725,6
161736,3
161747,18
161748,12
161759,20
161770,20
161781,21
161803,20
161814,5
161825,21
161836,18
161847,10
161858,19
161859,11
161870,17
161881,9
161892,9
161903,6
161925,6
161936,7
161947,5
161958,8
161969,17
161970,6
161981,10
161992,5
162003,15
162014,10
162025,7
162047,4
162058,11
162069,8
162080,14
162081,9
162092,7
162103,10
162114,19
162125,6
162136,9
162147,17
162169,20
162180,10
162191,13
162192,8
162203,3
162214,7
162225,6
162236,10
162247,9
162258,2
162269,3
162291,12
162302,18
162303,36
162314,9
162325,7
162336,7
162347,9
162358,5
162369,5
162380,17
162391,8
162413,12
162414,9
162425,11
162436,18
162447,10
162458,7
162469,8
162480,17
162491,6
162502,9
162513,6
162526,12
162538,5
162549,10
162560,12
162571,6
162582,10
162593,17
162604,16
162615,12
162626,14
162637,15
162638,18
162660,30
162671,14
162682,10
162693,8
162704,22
162715,10
162726,6
162737,9
162748,15
162749,11
162760,9
162782,8
162793,8
162804,13
162815,16
162826,3
162837,2
162859,11
162970,12
163081,10
163192,11
163303,23
163414,9
163525,8
163637,12
163748,15
163859,9
163970,11
164081,11
164192,9
164303,17
164414,18
164525,12
164636,16
164748,16
164859,17
164900,10
164911,12
164922,13
164933,11
164944,12
164955,9
164966,15
164977,10
164988,3
164989,12
165000,9
165011,12
165022,11
165033,9
165044,16
165055,13
165066,12
165077,9
165088,9
165100,18
165111,8
165122,15
165133,11
165144,8
165155,9
165166,10
165177,11
165188,22
165199,17
165211,18
165222,23
165233,10
165244,10
165255,8
165266,13
165277,17
165288,11
165299,9
165310,8
165322,12
165333,9
165344,9
165355,15
165366,10
165377,14
165388,20
165399,10
165410,9
165421,16
165433,12
165439,21
165440,21
165441,25
165442,18
165444,12
165445,11
165446,13
165447,6
165448,11
165449,9
165450,12
165451,4
165452,7
165453,15
165454,8
165455,17
165458,3
165459,11
165460,10
165461,7
165462,9
165463,8
165464,12
165465,6
165466,8
165467,6
165469,8
165470,11
165471,9
165472,14
165473,15
165474,4
165475,6
165476,9
165477,5
165478,5
165479,11
165481,13
165482,8
165483,6
165484,10
165485,10
165486,8
165487,10
165488,8
165489,11
165490,9
165491,8
165493,18
165494,6
165495,5
165496,3
165497,7
165498,8
165499,9
165500,4
165501,10
165502,6
165503,5
165505,6
165506,11
165507,8
165508,8
165509,8
165510,3
165511,15
165512,7
165513,5
165514,8
165516,8
165517,5
165518,12
165519,13
165520,18
165521,6
165522,9
165523,6
165524,3
165525,6
165526,8
165528,12
165529,5
165530,18
165531,11
165532,4
165533,7
165534,2
165535,4
165536,11
165537,3
165538,3
165540,13
165542,9
165543,4
165544,7
165545,11
165546,6
165547,8
165548,10
165549,15
165550,12
165551,14
165553,15
165554,8
165555,7
165556,14
165557,14
165558,39
165559,7
165560,8
165561,6
165562,9
165563,7
165564,13
165566,5
165567,5
165568,8
165569,9
165570,5
165571,7
165572,8
165573,7
165574,10
165575,17
165576,8
165579,6
165580,6
165581,4
165582,9
165583,4
165584,11
165585,11
165586,9
165587,11
165588,3
165589,4
165591,3
165592,20
165593,10
165594,11
165595,8
165596,9
165597,13
165598,2
165599,5
165600,6
165601,9
165603,7
165604,6
165605,3
165606,6
165607,11
165608,13
165609,9
165610,4
165611,46
165612,4
165613,11
165615,7
165616,5
165617,8
165618,8
165619,10
165620,4
165621,5
165622,10
165623,7
165624,7
165625,11
165627,3
165628,5
165629,13
165630,10
165631,1
165632,11
165633,1
165634,11
165635,11
165636,11
165637,14
165639,5
165640,20
165641,9
165642,21
165643,14
165644,25
165645,16
165646,16
165647,14
165648,9
165649,7
165651,8
165653,11
165654,21
165655,11
165656,20
165657,16
165658,13
165659,12
165660,20
165661,18
165663,8
165664,9
165665,4
165666,12
165667,10
165668,9
165669,11
165670,10
165671,5
165673,5
165674,6
165675,5
165676,11
165677,4
165678,5
165679,7
165680,15
165681,6
165683,10
165684,9
165685,14
165686,9
165687,8
165688,10
165689,13
165690,13
165693,8
165694,9
165695,11
165696,3
165697,12
165698,11
165699,9
165700,10
165701,9
165703,5
165704,10
165705,14
165706,17
165707,11
165708,14
165709,5
165710,11
165712,4
165713,10
165714,4
165715,16
165716,12
165717,6
165718,11
165719,10
165720,6
165722,16
165723,23
165724,13
165725,5
165726,25
165727,26
165728,25
165729,15
165731,6
165732,9
165733,6
165734,10
165735,23
165736,5
165737,13
165738,24
165739,8
165743,19
165744,23
165745,7
165746,8
165747,26
165748,4
165749,24
165750,5
165752,12
165753,9
165754,7
165755,10
165756,13
165757,7
165758,9
165759,5
165760,6
165761,9
165763,8
165764,5
165765,4
165766,6
165767,7
165768,11
165769,5
165770,4
165772,8
165773,39
165774,7
165775,16
165776,13
165777,21
165778,15
165779,9
165780,21
165782,28
165783,10
165784,22
165785,23
165786,12
165787,11
165788,15
165789,6
165792,24
165793,7
165794,25
165795,27
165796,8
165797,6
165798,22
165799,15
165800,20
165802,31
165803,7
165804,65
165805,9
165806,23
165807,34
165808,5
165809,6
165811,21
165812,25
165813,11
165814,5
165815,20
165816,7
165817,6
165818,20
165819,21
165821,14
165822,9
165823,1
165824,7
165825,11
165826,4
165827,8
165828,7
165830,7
165831,9
165832,7
165833,14
165834,6
165835,5
165836,22
165837,2
165838,33
165839,11
165842,12
165843,13
165844,17
165845,13
165846,18
165847,16
165848,13
165849,6
165851,20
165852,13
165853,9
165854,16
165855,15
165856,7
165857,15
165858,13
165859,9
165861,12
165862,10
165863,15
165864,7
165865,12
165866,5
165867,6
165868,12
165869,6
165870,11
165871,7
165873,13
165874,11
165875,10
165876,16
165877,9
165878,9
165879,13
165880,12
165881,9
165882,11
165883,14
165885,8
165886,19
165887,7
165888,7
165889,6
165890,3
165891,6
165892,4
165893,10
165894,6
165895,8
165898,9
165899,4
165900,37
165901,7
165902,3
165903,37
165904,7
165905,8
165906,5
165907,3
165908,11
165910,17
165911,12
165912,4
165913,13
165914,6
165915,7
165916,12
165917,6
165918,9
165919,8
165920,15
165922,11
165923,14
165924,15
165925,7
165926,10
165927,10
165928,16
165929,5
165930,6
165931,7
165932,7
165934,7
165935,7
165936,13
165937,6
165938,21
165939,12
165940,19
165941,10
165942,5
165943,11
165944,16
165945,13
165947,8
165948,7
165949,13
165950,19
165951,6
165952,3
165953,16
165954,14
165955,6
165956,12
165957,9
165960,17
165961,20
165962,4
165963,5
165964,2
165965,2
165966,8
165967,5
165968,5
165969,10
165970,7
165972,7
165973,6
165974,6
165975,10
165976,8
165977,9
165978,3
165979,7
165980,2
165981,35
165982,34
165984,5
165985,12
165986,16
165987,8
165988,9
165989,6
165990,8
165991,10
165992,8
165993,6
165994,4
165996,3
165997,5
165998,6
165999,3
166000,2
166001,6
166002,5
166003,9
166004,8
166005,8
166006,8
166008,8
166009,3
166010,8
166011,6
166012,6
166013,5
166014,14
166015,20
166016,12
166017,20
166018,14
166022,11
166023,13
166024,22
166025,11
166026,9
166027,9
166028,10
166029,9
166030,13
166031,15
166032,10
166034,14
166035,6
166036,13
166037,13
166038,20
166039,16
166040,13
166041,20
166042,7
166043,9
166044,18
166046,10
166047,4
166048,17
166049,14
166050,11
166051,13
166052,10
166053,9
166054,10
166055,4
166056,8
166057,14
166058,18
166060,8
166061,13
166062,21
166063,14
166064,5
166065,10
166066,8
166067,21
166068,11
166069,8
166070,13
166072,3
166073,7
166074,6
166075,11
166076,6
166077,7
166078,8
166079,6
166081,9
166082,8
166084,6
166085,3
166086,5
166087,9
166088,22
166089,7
166090,16
166091,17
166092,18
166093,8
166094,21
166096,10
166097,34
166098,9
166099,25
166100,20
166101,17
166102,17
166103,9
166104,13
166105,5
166106,3
166108,16
166109,10
166110,18
166111,6
166112,6
166113,16
166114,7
166115,5
166116,9
166117,11
166118,27
166120,13
166121,6
166122,9
166123,5
166124,8
166125,10
166126,3
166127,5
166128,8
166129,8
166130,4
166132,4
166133,2
166134,9
166135,12
166136,10
166137,10
166138,6
166139,3
166140,5
166141,10
166142,8
166145,3
166146,14
166147,9
166148,8
166149,8
166150,11
166151,8
166152,4
166153,3
166154,10
166155,11
166157,11
166158,15
166159,6
166160,10
166161,9
166162,20
166163,13
166164,14
166165,13
166166,11
166167,15
166168,14
166169,1
166171,8
166172,8
166173,19
166174,16
166175,16
166176,15
166177,14
166178,17
166180,8
166191,14
166213,4
166224,12
166235,20
166246,15
166257,16
166268,5
166269,14
166280,13
166288,2
166291,14
166302,14
166313,18
166335,11
166346,21
166357,5
166368,4
166379,10
166380,4
166391,8
166402,4
166413,9
166424,11
166435,12
166457,14
166468,7
166479,11
166490,10
166491,37
166496,11
166498,6
166500,8
166501,13
166503,5
166504,8
166514,7
166525,11
166536,12
166537,9
166548,13
166559,10
166570,11
166581,12
166592,4
166603,14
166614,4
166636,11
166647,14
166648,7
166659,3
166670,14
166681,4
166692,12
166703,4
166714,3
166725,12
166736,4
166759,9
166760,3
166771,4
166782,7
166793,4
166804,8
166815,10
166826,9
166837,11
166848,8
166859,5
166870,9
166882,3
166893,5
166904,8
166915,5
166926,4
166937,9
166948,7
166959,4
166970,8
166981,15
166982,5
167004,17
167015,13
167026,10
167092,9
167203,16
167314,21
167425,10
167526,13
167546,7
167563,7
167575,14
167586,10
167597,7
167698,7
167809,7
167920,8
168031,6
168081,11
168192,12
168303,5
168415,8
168526,8
168637,12
168748,9
168859,15
168970,11
169081,4
169192,9
169303,8
169414,12
169526,4
169637,4
169748,10
169859,8
169970,3
170081,6
170192,6
170303,8
170414,9
170525,7
170570,23
170592,25
170603,15
170614,7
170625,15
170637,6
170638,9
170649,4
170660,7
170671,6
170682,4
170693,3
170715,7
170726,9
170737,6
170748,17
170749,7
170760,3
170771,9
170782,6
170793,6
170804,4
170815,4
170837,24
170848,3
170859,8
170860,9
170871,9
170882,9
170893,11
170904,6
170915,20
170926,11
170937,9
170959,5
170970,7
170971,8
170982,11
170993,9
171004,5
171015,8
171026,8
171032,1
171037,13
171048,10
171059,6
171081,13
171082,8
171093,11
171104,7
171106,1
171115,9
171126,13
171137,8
171148,11
171159,20
171170,7
171181,6
171192,3
171204,5
171215,8
171226,2
171228,1
171237,17
171248,17
171252,2
171259,19
171270,12
171281,18
171292,10
171293,1
171297,1
171303,9
171304,5
171326,5
171337,2
171348,8
171359,6
171370,8
171381,16
171392,19
171403,19
171406,0
171414,4
171415,19
171426,17
171448,16
171459,1
171470,8
171481,5
171492,12
171503,17
171514,23
171525,9
171526,14
171537,13
171548,12
171570,9
171581,12
171592,15
171603,9
171614,8
171625,18
171636,2
171637,9
171648,7
171659,18
171670,10
171692,4
171703,8
171714,7
171725,10
171736,8
171748,2
171749,8
171760,13
171771,14
171782,7
171793,6
171815,12
171826,5
171837,13
171848,8
171859,7
171860,17
171871,8
171879,13
171890,10
171901,13
171912,18
171934,8
171945,5
171956,8
171967,2
171968,9
171979,17
171990,8
172001,5
172012,15
172023,5
172034,6
172056,14
172067,7
172078,6
172079,13
172090,5
172101,7
172112,12
172123,6
172134,7
172145,13
172156,16
172178,9
172189,8
172190,9
172201,4
172212,7
172223,4
172234,8
172245,9
172256,5
172267,5
172278,9
172300,11
172301,7
172312,15
172323,11
172334,6
172345,4
172356,18
172367,7
172378,6
172389,7
172400,8
172411,5
172423,4
172434,4
172445,3
172456,11
172467,3
172478,8
172489,5
172500,7
172511,13
172522,3
172523,5
172545,6
172556,7
172567,8
172578,4
172589,9
172600,5
172633,10
172744,13
183963,4
186075,1
186742,10
187848,8
187849,3
190709,6
194000,3
194074,6
201720,4
205407,6
209517,6
213744,2
214798,3
214809,7
228624,4
228954,11
230365,5
230376,6
230831,3
