,mean,median,lower_90,upper_90,lower_50,upper_50
0,0.9637464498919075,0.973862708773026,0.6064979646764317,1.2712396273410302,0.8870846664292799,1.1133597527634833
1,0.9609602547972409,0.9653405950262561,0.6574277212087245,1.3228755092639644,0.8662686916063401,1.1084303088721148
2,0.9603052838981367,0.9625636631961734,0.5970063466408229,1.2694037181572664,0.8276936467695113,1.0720088521616666
3,0.9587489796974873,0.9608531917062588,0.585150355027676,1.2666130128110504,0.8329197086295983,1.0774511096820896
4,0.9566367094152708,0.9644263258843775,0.6129119610544489,1.289218163563403,0.8122314094483642,1.059646040613084
5,0.9543931800430363,0.9605726294879614,0.6160767102139033,1.2909555122742788,0.8443569632478207,1.0815334583858711
6,0.9549878568069158,0.958604090253079,0.6374225349727165,1.295246588357222,0.8522085114140011,1.0869747270617989
7,0.9589941425413188,0.9648945674597763,0.6494691822307179,1.3318457982872411,0.8474191961010032,1.0860795699462278
8,0.9616210919254117,0.9683962324663955,0.6274250092449576,1.308253202547275,0.7983100897294072,1.038402132400844
9,0.9619911705216467,0.9674486616251377,0.6265487853430775,1.29522793707938,0.8560530872590473,1.089208236701525
10,0.9595081205698881,0.9618229021729652,0.6261945788203566,1.3057572907738635,0.8236128738081983,1.0523375700585829
11,0.9601335365512195,0.9579131016809392,0.6231293628347396,1.295467162515398,0.8363760449575918,1.0626709173379438
12,0.9625596361807038,0.9598401317553784,0.6322215084632221,1.3146208214166268,0.8705845178824748,1.1054226141521708
13,0.9651303259663859,0.9623538580819223,0.604889639184988,1.2941535620494375,0.8747668270039792,1.1131486924876641
14,0.9675739847244239,0.9656526228112179,0.5889770950346559,1.2945974903257662,0.8599082312904047,1.1013624294884474
15,0.9719784903811869,0.9729258810725057,0.6186605859570184,1.3232392525701244,0.8582954305144683,1.098559026697463
16,0.9752661521235341,0.9792238694535611,0.6043489749813616,1.3226567347944453,0.8620035145732344,1.1023813931737745
17,0.9787883570282259,0.9834222876606866,0.5822670523302178,1.2953356756613958,0.8695022192450573,1.1068093604994098
18,0.9835228277686897,0.9856737755422151,0.5855303521925692,1.3036698509117541,0.8838694202198368,1.119558042858801
