,mean,median,lower_90,upper_90,lower_50,upper_50
0,1.081046980999548,1.0695103227591327,0.6072299170435435,1.580608822246543,0.9280160804527442,1.243999842625221
1,1.0708043872898638,1.064066023040604,0.5404195372736631,1.5638262995077115,0.907523590047078,1.2256302444011293
2,1.0578824502337814,1.053737722559263,0.5528924642756775,1.541875820271825,0.918985768423869,1.2528949309144286
3,1.0455642035855006,1.040806247837712,0.49438174283512626,1.505980240049462,0.8856750224290085,1.2270895709043788
4,1.041498931313328,1.0373199802341209,0.5466062230042217,1.5613412872839059,0.870565026160832,1.2203855351623734
5,1.0268793314410203,1.0335971824542916,0.5167893517702673,1.5495586732876059,0.8844813113342446,1.2549889477901262
6,1.0248417025555787,1.0268535661553844,0.46123014188255185,1.5334190082378614,0.7789875358833432,1.143181195165394
7,1.019275141420184,1.0294200674727674,0.4866792128400945,1.564422440262271,0.8441741777148793,1.2069654543123967
8,1.0185884144524429,1.027917146261521,0.4874794649063109,1.554587449318726,0.8329990660047245,1.2069866958231878
9,1.0174387603425512,1.0197957655102525,0.5290582738440209,1.5830614123822295,0.8733331258953192,1.2428358239769748
10,1.010079098498332,1.0246669159114385,0.4911089877025464,1.5529758010869585,0.8798215941348273,1.2412203422172212
11,1.0060447396365926,1.0143622033863715,0.41079225349729065,1.5046036012638426,0.8661384486690322,1.2344085295307832
12,1.0061719155388618,1.0120433101621722,0.5278522349927086,1.5959380029909993,0.8666804444051411,1.2448905510385937
13,1.007085408645702,1.0189038534553925,0.41478265212548293,1.5114166392411068,0.885352505305703,1.2522910183950169
14,1.0085572110530612,1.0198535250813678,0.4204778728690288,1.5240149403292853,0.8293970025052309,1.2112932794586642
15,1.0102048015885436,1.0193271949459417,0.4607006310693854,1.5611948411634993,0.8557951619451627,1.2239639686934773
16,1.0178457470360576,1.0227107302373906,0.5132670679953966,1.6190598994788843,0.8039679714091925,1.1874850326902457
17,1.0243734041908688,1.0252013221630056,0.45230326246933106,1.5985132169406708,0.8109232481114519,1.1944346551085152
18,1.030145048202832,1.0300440965161832,0.4895311458864001,1.65099612384107,0.8112905947481314,1.2058918796726268
19,1.028008599253466,1.019610210937862,0.5191994078351645,1.669171516954187,0.8480407454460805,1.2416837638914304
20,1.0267351334819959,1.032322416902177,0.5142339403831351,1.650888209831575,0.8007905558806847,1.2060976485233939
21,1.0208483814358265,1.0301336468494124,0.449032896597682,1.6048652785148059,0.8240319885606633,1.2097233764352948
22,1.0235654180251739,1.0320893488378517,0.5165883182417566,1.6782902957971855,0.8062552177278144,1.2047537302136364
23,1.0251590910260333,1.0304269931092622,0.3912486179316096,1.6019732535172735,0.7963903908906393,1.194944051598444
24,1.0298105991695101,1.0335759126971356,0.3973753110524021,1.6206804854395773,0.8579987252905578,1.259584557459361
25,1.0310623163144121,1.035954231770945,0.5007946942793987,1.7377904951937826,0.797090838862798,1.2103473742559534
26,1.0354683193534069,1.036169514417094,0.4667092383666004,1.7321572932049216,0.8086045732644925,1.2381563291912998
27,1.0382103283207096,1.037715717985114,0.4131822800948265,1.6880067610294933,0.8966398470265975,1.3102568125433596
28,1.0323096483830012,1.034057415835836,0.42222386877459994,1.6877441327184508,0.8312846112470601,1.2653674152557768
29,1.0329273496888098,1.0342698761364724,0.4172010960228011,1.696326969080891,0.7959746001616961,1.215213209822852
30,1.035872632140487,1.0318832746375968,0.4245714859102898,1.7304489977399127,0.8288282640159257,1.2688461713498793
