region,date,mean,median,lower_90,upper_90,lower_50,upper_50
IA,4/11/20,1.285013278,1.263189988,1.068107051,1.476229998,1.138824737,1.300009655
IA,4/12/20,1.282329765,1.262100634,1.078130544,1.476993554,1.1406163,1.294779229
IA,4/13/20,1.276459248,1.254911914,1.073426766,1.457471451,1.137569966,1.284616777
IA,4/14/20,1.26715621,1.2427801,1.08647486,1.450517301,1.1307953,1.269624013
IA,4/15/20,1.254541065,1.232064913,1.080700797,1.434364887,1.126856485,1.257759945
IA,4/16/20,1.239159772,1.214543013,1.068664299,1.408185702,1.122325095,1.243416206
IA,4/17/20,1.220936586,1.197902838,1.066800589,1.38315155,1.114990565,1.231306369
IA,4/18/20,1.20063863,1.179886148,1.048427496,1.348026752,1.10554825,1.218316299
IA,4/19/20,1.17795967,1.159039077,1.049612224,1.333717395,1.087616826,1.190519514
IA,4/20/20,1.153956433,1.138241294,1.026849849,1.281799762,1.067494985,1.159478158
IA,4/21/20,1.128983942,1.114128002,1.016992004,1.251177709,1.050871472,1.136216901
IA,4/22/20,1.10346104,1.089309097,0.994246916,1.204540158,1.032809376,1.113318421
IA,4/23/20,1.077847103,1.066823385,0.982075957,1.179970866,1.011137701,1.084974797
IA,4/24/20,1.052234991,1.045526603,0.960159239,1.144496491,1.006529067,1.074194977
IA,4/25/20,1.026777839,1.022570977,0.935948682,1.112355867,0.98225842,1.048587127
IA,4/26/20,1.00336316,1.002547562,0.913557826,1.091514959,0.966276261,1.031382752
IA,4/27/20,0.981918028,0.983917926,0.87601904,1.06171052,0.957371531,1.022260361
IA,4/28/20,0.962658939,0.96702944,0.875226064,1.065349034,0.944356482,1.014591479
IA,4/29/20,0.945708876,0.952779632,0.840240209,1.040320814,0.929802478,1.003145131
IA,4/30/20,0.932169335,0.940813964,0.832502788,1.044433327,0.917647881,0.993237539
IA,5/1/20,0.922237433,0.930870163,0.821292163,1.032480505,0.909475795,0.989023299
IA,5/2/20,0.915502488,0.924226527,0.819918577,1.039104918,0.902472849,0.985706289
IA,5/3/20,0.912415563,0.921004884,0.79975698,1.019067445,0.902576612,0.985468178
IA,5/4/20,0.913345121,0.923380762,0.803693931,1.021604903,0.894220945,0.977834242
IA,5/5/20,0.916775383,0.927682658,0.80693607,1.017565628,0.912337797,0.994549098
IA,5/6/20,0.922854529,0.934961735,0.819773978,1.030948935,0.91044942,0.991255374
IA,5/7/20,0.931120918,0.940316482,0.820959959,1.034750841,0.917980812,0.998221439
IA,5/8/20,0.940629935,0.947595632,0.833761206,1.055326734,0.921928936,1.000427771
IA,5/9/20,0.950570345,0.957778701,0.831891534,1.058007694,0.922651898,1.003877704
IA,5/10/20,0.960718981,0.966488862,0.847141013,1.077816688,0.938119593,1.020805302
IA,5/11/20,0.970530894,0.973721311,0.846295738,1.081087003,0.938102345,1.021410271
IA,5/12/20,0.979731212,0.982414497,0.872852577,1.111357218,0.92965595,1.015811073
IA,5/13/20,0.987877296,0.988875362,0.86919053,1.110256463,0.945246823,1.029606597
IA,5/14/20,0.995330854,0.994208223,0.87326966,1.122449,0.945081983,1.032692144
IA,5/15/20,1.002114865,0.999953338,0.852708899,1.109388892,0.95026012,1.04158635
IA,5/16/20,1.007977916,1.004242765,0.881293693,1.149212217,0.950890046,1.045440006
IA,5/17/20,1.013357316,1.009890835,0.867800168,1.144745031,0.958158955,1.056094834
IA,5/18/20,1.017145658,1.012575817,0.868553643,1.157234618,0.961682831,1.062736428
IA,5/19/20,1.019969727,1.015628845,0.858476275,1.169867788,0.964975113,1.069670752
IA,5/20/20,1.021586236,1.015500997,0.860947011,1.187557769,0.955479634,1.066731644
IA,5/21/20,1.0219943,1.016587797,0.867978133,1.225166382,0.942614675,1.061905497
IA,5/22/20,1.021622727,1.017574774,0.815348859,1.207715468,0.944260446,1.071642447
IA,5/23/20,1.020323302,1.016736232,0.817642399,1.24186361,0.93665068,1.07608802
IA,5/24/20,1.018544898,1.017114799,0.799651681,1.253856584,0.946304417,1.095115178
IA,5/25/20,1.016214916,1.015281182,0.747442043,1.232661765,0.925654271,1.083787163
ID,4/7/20,0.953617155,0.968744448,0.666833927,1.248381521,0.880827614,1.082027574
ID,4/8/20,0.950011216,0.95937163,0.660673006,1.233278404,0.871547026,1.074028123
ID,4/9/20,0.94692427,0.954470151,0.678469892,1.22410477,0.868748742,1.064593046
ID,4/10/20,0.94389874,0.949788393,0.655288771,1.201456688,0.862782211,1.051030595
ID,4/11/20,0.941095618,0.947819458,0.66400732,1.194157075,0.868619497,1.054147245
ID,4/12/20,0.937395286,0.944232188,0.675608098,1.202141093,0.864876149,1.045741538
ID,4/13/20,0.933464186,0.939200854,0.677441355,1.201515349,0.868417702,1.056714206
ID,4/14/20,0.931873443,0.938639614,0.633142373,1.174860004,0.845734662,1.035430696
ID,4/15/20,0.931782194,0.9403524,0.676259758,1.206248694,0.840934857,1.024436012
ID,4/16/20,0.931846381,0.939850812,0.698306005,1.219961231,0.867012942,1.042118451
ID,4/17/20,0.932273321,0.942602675,0.666678721,1.194510248,0.870845301,1.0379231
ID,4/18/20,0.934624882,0.949304756,0.663934392,1.172392219,0.862051469,1.03353505
ID,4/19/20,0.938192198,0.949715759,0.649234681,1.158228446,0.869052247,1.043341144
ID,4/20/20,0.941060578,0.955736079,0.685371317,1.186536179,0.877861211,1.048537528
ID,4/21/20,0.946040236,0.954906614,0.683203862,1.196705082,0.873289511,1.0455782
ID,4/22/20,0.950757494,0.960050635,0.695928719,1.205063735,0.878496571,1.050247135
ID,4/23/20,0.956143908,0.967264965,0.690180414,1.20440576,0.877491497,1.047125324
ID,4/24/20,0.961722158,0.970157858,0.70972545,1.237594217,0.887757452,1.049977471
ID,4/25/20,0.967435031,0.974934326,0.715079453,1.240572102,0.904103015,1.067283309
ID,4/26/20,0.973264724,0.981213428,0.704511533,1.23873038,0.912187675,1.076817759
ID,4/27/20,0.980634261,0.983615882,0.745341797,1.282151443,0.91877779,1.092993134
ID,4/28/20,0.987175089,0.988732356,0.734830437,1.261139318,0.890593596,1.075370441
ID,4/29/20,0.99237135,0.995793367,0.731579758,1.273273307,0.90403059,1.08917982
ID,4/30/20,0.996881534,1.002828211,0.697141016,1.235579039,0.923531823,1.108971453
ID,5/1/20,1.001266353,1.00582657,0.726806689,1.273296622,0.909688527,1.091247936
ID,5/2/20,1.004964528,1.007710132,0.713602389,1.260907092,0.915235106,1.105156165
ID,5/3/20,1.009216784,1.008516441,0.733807112,1.285089346,0.933501622,1.118641725
ID,5/4/20,1.013069918,1.011343376,0.755898384,1.306593303,0.926033785,1.109797644
ID,5/5/20,1.017045165,1.014008198,0.749992552,1.293467944,0.92908414,1.114111405
ID,5/6/20,1.02155435,1.01828074,0.765178326,1.301313973,0.940379376,1.127466966
ID,5/7/20,1.02723196,1.027143734,0.70943997,1.256714421,0.918674614,1.109564803
ID,5/8/20,1.031797316,1.028182677,0.764585719,1.326172077,0.954866672,1.150090557
ID,5/9/20,1.035098397,1.031655423,0.715419324,1.265090813,0.936408807,1.128953027
ID,5/10/20,1.037710222,1.035773661,0.748769131,1.310693678,0.930166878,1.117043142
ID,5/11/20,1.040703505,1.040334692,0.735759582,1.299552388,0.932331636,1.11863145
ID,5/12/20,1.041216374,1.041690091,0.767489011,1.315286357,0.95963092,1.144278208
ID,5/13/20,1.040120653,1.038458589,0.748333156,1.30366915,0.936827256,1.126740521
ID,5/14/20,1.038955021,1.038800055,0.750225939,1.329049779,0.968629792,1.154505459
ID,5/15/20,1.038573098,1.037632659,0.713430479,1.305452747,0.920473633,1.113260535
ID,5/16/20,1.038646526,1.037578972,0.730524506,1.324769191,0.924496917,1.118571885
ID,5/17/20,1.040078084,1.034329096,0.723273781,1.318507344,0.919834179,1.118758947
ID,5/18/20,1.04153773,1.035063497,0.711860912,1.308227595,0.932041777,1.128253766
ID,5/19/20,1.039731404,1.033359409,0.690761041,1.295656767,0.925881736,1.122243211
ID,5/20/20,1.038142517,1.030302974,0.730647374,1.331543557,0.930466361,1.134630102
ID,5/21/20,1.037100893,1.029510453,0.740922276,1.327142257,0.918055195,1.118725945
ID,5/22/20,1.036497202,1.028568326,0.738257375,1.34237086,0.926379195,1.130381123
ID,5/23/20,1.035113562,1.029964509,0.711994641,1.345933224,0.901996532,1.11438361
ID,5/24/20,1.032599683,1.03342312,0.717496062,1.360582952,0.928330392,1.136372535
ID,5/25/20,1.029792947,1.031828494,0.711739252,1.365307104,0.926715057,1.133375471
IL,4/7/20,1.073966591,1.067776574,0.976389121,1.17350379,1.02319796,1.092632399
IL,4/8/20,1.085402732,1.07707403,0.994416169,1.179252762,1.029611561,1.095747386
IL,4/9/20,1.096494202,1.084197938,1.016020328,1.1895658,1.034995464,1.099383623
IL,4/10/20,1.106689122,1.093990943,1.022756206,1.197278851,1.046858567,1.109651548
IL,4/11/20,1.116179615,1.103859059,1.029336259,1.207399841,1.050925889,1.116751545
IL,4/12/20,1.124047674,1.112852871,1.032352144,1.215363134,1.055780396,1.128233187
IL,4/13/20,1.130249763,1.120119322,1.037590537,1.223858764,1.061401765,1.136118434
IL,4/14/20,1.13476592,1.123559429,1.040211303,1.2301405,1.064523255,1.140300397
IL,4/15/20,1.137313917,1.128393072,1.045379259,1.233972522,1.06798451,1.143631247
IL,4/16/20,1.137273496,1.127947869,1.03870009,1.227094447,1.065743021,1.142018979
IL,4/17/20,1.13479561,1.125296592,1.036569045,1.222646639,1.079151636,1.153798166
IL,4/18/20,1.13009575,1.120603982,1.041360666,1.223523092,1.071464504,1.142706349
IL,4/19/20,1.1234518,1.114807676,1.028592476,1.200979964,1.064458942,1.133052168
IL,4/20/20,1.114378507,1.1042303,1.027631906,1.188242554,1.058041934,1.122137945
IL,4/21/20,1.103417901,1.094643168,1.027369272,1.175427945,1.049628326,1.109254682
IL,4/22/20,1.091470741,1.082749504,1.017720683,1.154173097,1.048193519,1.102207683
IL,4/23/20,1.07805444,1.070675636,1.011761139,1.135090006,1.039060393,1.086408562
IL,4/24/20,1.064066515,1.056733571,1.008710214,1.120331297,1.028760383,1.070420067
IL,4/25/20,1.050122611,1.044985363,1.004578788,1.109819673,1.017481082,1.054614266
IL,4/26/20,1.03639991,1.032650514,0.990146677,1.090098921,1.010585454,1.044442641
IL,4/27/20,1.023242423,1.020774924,0.983389875,1.077207464,1.000414934,1.031748327
IL,4/28/20,1.011235849,1.011201866,0.964378141,1.058473019,0.994566427,1.025457997
IL,4/29/20,1.000265461,1.001945293,0.952522022,1.046887069,0.988095119,1.017901561
IL,4/30/20,0.991180511,0.993445783,0.946695997,1.037559226,0.983548762,1.014683558
IL,5/1/20,0.983066657,0.987307909,0.937152307,1.03053665,0.974509406,1.004058686
IL,5/2/20,0.977087951,0.980980384,0.934183333,1.026076898,0.968108153,0.999120064
IL,5/3/20,0.972927008,0.977408167,0.926224504,1.020230286,0.966582846,0.998517476
IL,5/4/20,0.970458257,0.976251567,0.918756412,1.014417965,0.965789137,0.997000299
IL,5/5/20,0.969062013,0.974669636,0.917757435,1.012547694,0.964849814,0.997367448
IL,5/6/20,0.969559263,0.975189705,0.920734855,1.014186377,0.96106188,0.993537979
IL,5/7/20,0.970994194,0.976380797,0.925394762,1.020964391,0.963891854,0.996197896
IL,5/8/20,0.973300549,0.978711764,0.921589344,1.01894964,0.965499681,0.999815912
IL,5/9/20,0.977295228,0.981082883,0.92751712,1.024860336,0.967035141,1.000374666
IL,5/10/20,0.98204243,0.985253105,0.930781119,1.027201687,0.966373031,0.999083861
IL,5/11/20,0.987026034,0.988835732,0.936750545,1.034474122,0.977311204,1.009793973
IL,5/12/20,0.99309639,0.99328771,0.939607507,1.039553584,0.981542551,1.01489534
IL,5/13/20,0.999271055,0.998572079,0.955079942,1.056518908,0.981707993,1.016398412
IL,5/14/20,1.006044508,1.005171808,0.956440094,1.061649675,0.989571246,1.024965875
IL,5/15/20,1.012757193,1.011132965,0.96201084,1.068165828,0.99163156,1.030009231
IL,5/16/20,1.019889506,1.01744048,0.960977443,1.07624106,0.993330011,1.035361387
IL,5/17/20,1.026807144,1.023005674,0.971235947,1.095949015,0.991270888,1.037845391
IL,5/18/20,1.033102294,1.02825384,0.963753401,1.106127111,0.992590054,1.044487885
IL,5/19/20,1.038654458,1.03174134,0.964615349,1.121070861,1.001698369,1.0588958
IL,5/20/20,1.04334117,1.034814113,0.958677353,1.133056916,0.99563119,1.056732209
IL,5/21/20,1.047394651,1.037528728,0.942650148,1.141067537,0.996929498,1.065117831
IL,5/22/20,1.050254563,1.038919999,0.940570497,1.16274283,0.994561216,1.068583566
IL,5/23/20,1.052218859,1.039930331,0.927995329,1.171285737,0.986451134,1.070158348
IL,5/24/20,1.053561316,1.041815081,0.915012106,1.198539678,0.979394501,1.070678543
IL,5/25/20,1.054048259,1.040767451,0.914826345,1.236856565,0.989251238,1.092117086
IN,4/7/20,1.049294673,1.04151834,0.925811552,1.197372173,0.986715045,1.08407439
IN,4/8/20,1.05611589,1.049111196,0.938111396,1.18286164,0.994495135,1.081255529
IN,4/9/20,1.062385779,1.052296729,0.957996238,1.18203761,1.004427992,1.083400759
IN,4/10/20,1.068052996,1.056984924,0.969819007,1.183877272,1.003841681,1.078937024
IN,4/11/20,1.072968081,1.060781189,0.970105508,1.170708309,1.012576776,1.084470902
IN,4/12/20,1.077343546,1.066199273,0.978073434,1.174695887,1.019578896,1.090455205
IN,4/13/20,1.080169663,1.070798709,0.989868713,1.17979539,1.021058817,1.091611593
IN,4/14/20,1.081323352,1.072658776,0.989509287,1.173347134,1.019615572,1.088751372
IN,4/15/20,1.081750257,1.072615654,0.990422058,1.173065546,1.013552723,1.084256364
IN,4/16/20,1.079790974,1.071385068,0.989942642,1.173612849,1.012492902,1.081541224
IN,4/17/20,1.076216719,1.069107156,0.981243639,1.167909019,1.008431645,1.076702522
IN,4/18/20,1.071000753,1.062022537,0.983733701,1.16635554,1.015916241,1.08103943
IN,4/19/20,1.064291098,1.055327792,0.978803141,1.156491309,1.008243999,1.071074265
IN,4/20/20,1.055611935,1.046967993,0.971516294,1.142699078,1.005848357,1.066112547
IN,4/21/20,1.045570255,1.037614726,0.962692398,1.13236616,0.997114999,1.053626999
IN,4/22/20,1.034207959,1.026637947,0.963776667,1.123310952,0.994140487,1.04793393
IN,4/23/20,1.021658844,1.017219226,0.955011766,1.110406183,0.993272838,1.047413794
IN,4/24/20,1.0085565,1.005952297,0.937950096,1.095460466,0.979832651,1.03274368
IN,4/25/20,0.99528932,0.996216104,0.915146657,1.068915648,0.973202833,1.02725318
IN,4/26/20,0.982412867,0.985195745,0.897137389,1.051953187,0.956973219,1.011795775
IN,4/27/20,0.970343129,0.975706731,0.886103469,1.048944164,0.95496473,1.014408859
IN,4/28/20,0.959918484,0.964813121,0.878528072,1.044736532,0.948789097,1.010162822
IN,4/29/20,0.950760688,0.957675562,0.863137691,1.03606971,0.935201243,0.998174767
IN,4/30/20,0.943912222,0.953000145,0.851336915,1.034237859,0.934426675,1.000083916
IN,5/1/20,0.938888376,0.948539574,0.844454019,1.033760285,0.929978386,0.996800096
IN,5/2/20,0.936315692,0.947303922,0.825266066,1.016724748,0.928343459,0.995248086
IN,5/3/20,0.936046104,0.948144657,0.836529721,1.024371469,0.926954755,0.992512562
IN,5/4/20,0.937399307,0.949426486,0.844922373,1.037503153,0.927101539,0.99082446
IN,5/5/20,0.940123821,0.952022172,0.850788213,1.036912653,0.927913871,0.990966171
IN,5/6/20,0.944647376,0.955058397,0.846547845,1.030389251,0.930600682,0.99402448
IN,5/7/20,0.950320071,0.95915158,0.843991287,1.0342255,0.938621553,1.001372659
IN,5/8/20,0.956685265,0.963563763,0.866274903,1.055659148,0.940334403,1.00489556
IN,5/9/20,0.963278853,0.968114268,0.872630148,1.059796462,0.950254428,1.01786992
IN,5/10/20,0.969449558,0.973568474,0.868424013,1.060198208,0.949700815,1.017080319
IN,5/11/20,0.975442602,0.979783774,0.879507632,1.069850836,0.941734325,1.008983811
IN,5/12/20,0.98000093,0.983003534,0.869505525,1.068506861,0.95785907,1.023792405
IN,5/13/20,0.984072644,0.988133303,0.879404796,1.082725073,0.946556029,1.01434793
IN,5/14/20,0.987335596,0.990347366,0.886942429,1.097255312,0.955778785,1.026032349
IN,5/15/20,0.989147793,0.990255437,0.874027592,1.089617425,0.947494619,1.022635617
IN,5/16/20,0.990578898,0.993303638,0.880648975,1.109609318,0.955217766,1.035361589
IN,5/17/20,0.990711488,0.993013777,0.875974245,1.116868519,0.952449589,1.037483323
IN,5/18/20,0.990062495,0.993140733,0.865020376,1.13079144,0.949452878,1.04081381
IN,5/19/20,0.988378437,0.99362049,0.860126137,1.154202301,0.946433822,1.043360376
IN,5/20/20,0.986566543,0.992344047,0.826316267,1.152597274,0.938128331,1.044294983
IN,5/21/20,0.984455525,0.990234461,0.832120232,1.190038894,0.935594163,1.05142766
IN,5/22/20,0.982406236,0.987761654,0.795475917,1.179196352,0.941155719,1.06815393
IN,5/23/20,0.980260209,0.986937982,0.76413826,1.185164427,0.924910086,1.061739717
IN,5/24/20,0.979027541,0.985442964,0.771595042,1.213319415,0.924804266,1.06891164
IN,5/25/20,0.978137749,0.986022642,0.749027891,1.222131417,0.914581486,1.071429566
KS,4/7/20,1.164997186,1.145358447,0.950888379,1.443056293,1.0532342,1.223807932
KS,4/8/20,1.179874501,1.156412601,0.964451383,1.440988383,1.067379318,1.230274252
KS,4/9/20,1.193629328,1.168708646,0.961619376,1.412438637,1.068994273,1.226085383
KS,4/10/20,1.206340647,1.184797335,1.016783808,1.454624961,1.071908232,1.221263012
KS,4/11/20,1.216809776,1.192981853,1.022907002,1.447290495,1.10101453,1.255485726
KS,4/12/20,1.225120664,1.200370203,1.027389995,1.449591944,1.081043636,1.234098289
KS,4/13/20,1.230486943,1.205647443,1.035483956,1.458625281,1.071801663,1.225741986
KS,4/14/20,1.232550528,1.204031928,1.006406517,1.422069017,1.105875391,1.254135141
KS,4/15/20,1.231173815,1.201666919,1.035435679,1.433508119,1.120255316,1.264235725
KS,4/16/20,1.22619019,1.196408468,1.030322744,1.414642973,1.116249541,1.256422652
KS,4/17/20,1.217588409,1.190151116,1.029719946,1.397702371,1.103014728,1.238826063
KS,4/18/20,1.204987489,1.178007883,1.033666497,1.393111326,1.085313103,1.211481016
KS,4/19/20,1.189541461,1.162469265,1.011091638,1.355385323,1.06365396,1.186672517
KS,4/20/20,1.17074137,1.148256573,0.999412704,1.334227152,1.074651577,1.191632027
KS,4/21/20,1.149381364,1.132899417,0.989259942,1.307407293,1.050293205,1.158994475
KS,4/22/20,1.125855392,1.110771966,0.986243836,1.277694446,1.048394207,1.14439622
KS,4/23/20,1.101596756,1.090881452,0.980669145,1.24944555,1.03310329,1.125275701
KS,4/24/20,1.077164605,1.070099277,0.948625294,1.203466225,1.008765872,1.096866602
KS,4/25/20,1.053419053,1.047617925,0.946772419,1.190861636,1.000839856,1.088909682
KS,4/26/20,1.030170761,1.027267302,0.926305755,1.170899589,0.980913931,1.065973787
KS,4/27/20,1.00656595,1.007318441,0.897302097,1.136550151,0.954119235,1.040980951
KS,4/28/20,0.983684055,0.986888632,0.866160929,1.108517182,0.938387091,1.023851402
KS,4/29/20,0.961046891,0.968557628,0.836530409,1.091068524,0.932684247,1.023722168
KS,4/30/20,0.939371364,0.949893738,0.801856047,1.066319877,0.909480839,1.004036938
KS,5/1/20,0.919371585,0.934603388,0.779725903,1.056846907,0.897874777,0.995709103
KS,5/2/20,0.901586918,0.916837544,0.767713685,1.053476516,0.882881558,0.981548432
KS,5/3/20,0.885628646,0.902771858,0.732673743,1.038672015,0.866501064,0.971624586
KS,5/4/20,0.871782971,0.891175181,0.714738921,1.018847932,0.855446979,0.96338635
KS,5/5/20,0.860452565,0.877763875,0.711964349,1.036122511,0.838823723,0.954476807
KS,5/6/20,0.85240695,0.870445654,0.683808006,1.003868728,0.841478122,0.957628349
KS,5/7/20,0.846495718,0.866163914,0.696147342,1.027820502,0.832948244,0.954198093
KS,5/8/20,0.84293113,0.862128207,0.68467154,1.018347575,0.81644894,0.94412646
KS,5/9/20,0.84204448,0.861481764,0.671442007,1.015956067,0.817392608,0.948797319
KS,5/10/20,0.843396767,0.860468491,0.665975275,1.021743318,0.819973714,0.953207208
KS,5/11/20,0.846466378,0.8650846,0.663977992,1.026217391,0.819276872,0.958046091
KS,5/12/20,0.849562488,0.867855419,0.66585365,1.039862165,0.812816463,0.954526498
KS,5/13/20,0.852784186,0.871381915,0.63238705,1.02288788,0.824058106,0.965792307
KS,5/14/20,0.855373324,0.871964298,0.651161157,1.046234942,0.829383782,0.972644613
KS,5/15/20,0.857532648,0.87400533,0.649204582,1.045607277,0.820919275,0.973930352
KS,5/16/20,0.858653522,0.874137176,0.644233956,1.058782827,0.828662622,0.983017642
KS,5/17/20,0.859800267,0.875175433,0.6462735,1.074257563,0.815778872,0.973750839
KS,5/18/20,0.860585618,0.876696634,0.631220795,1.07904664,0.817452619,0.979289789
KS,5/19/20,0.860889711,0.881458207,0.642931785,1.103198664,0.818183177,0.984865623
KS,5/20/20,0.861590882,0.882665297,0.643436242,1.122313059,0.831080177,1.000146558
KS,5/21/20,0.862791707,0.883784813,0.625196666,1.129361347,0.827052341,1.000705969
KS,5/22/20,0.865222668,0.888599484,0.582375026,1.10356259,0.832881669,1.010935465
KS,5/23/20,0.869189351,0.892106884,0.561554112,1.108813853,0.823757453,1.005668062
KS,5/24/20,0.874167875,0.895922043,0.601011519,1.160931556,0.825441363,1.015568614
KS,5/25/20,0.880409156,0.901742166,0.604486365,1.196013919,0.846827527,1.04402782
KY,4/7/20,1.031393238,1.027604555,0.812146485,1.217192419,0.949405472,1.080011242
KY,4/8/20,1.034051572,1.027942097,0.830578308,1.201298662,0.969812114,1.093651861
KY,4/9/20,1.036591354,1.027473288,0.856519061,1.203604231,0.965532165,1.079934637
KY,4/10/20,1.039348351,1.031913668,0.864212901,1.194072392,0.973640583,1.085035654
KY,4/11/20,1.041852262,1.034922185,0.87500483,1.186785041,0.973986069,1.080193158
KY,4/12/20,1.044610011,1.034956421,0.892226767,1.198244061,0.982706521,1.087255705
KY,4/13/20,1.046829619,1.035917198,0.897667963,1.200070781,0.988881787,1.088215663
KY,4/14/20,1.048978466,1.037853922,0.899781885,1.193353146,0.961696696,1.061029009
KY,4/15/20,1.050549724,1.039130476,0.897665451,1.192205566,0.978648199,1.078696374
KY,4/16/20,1.051561619,1.041457356,0.898070267,1.191969734,0.991665283,1.090097987
KY,4/17/20,1.051326378,1.041974905,0.907725988,1.198187872,0.991528841,1.089972504
KY,4/18/20,1.049885782,1.043124301,0.911113386,1.198268131,0.98373998,1.079031485
KY,4/19/20,1.047610098,1.042832324,0.904877973,1.18892692,0.996306142,1.08975989
KY,4/20/20,1.045082299,1.041430125,0.904914472,1.191888921,0.990170295,1.083079619
KY,4/21/20,1.042673865,1.035879425,0.906700329,1.187860724,0.975383115,1.070775395
KY,4/22/20,1.039988604,1.031667238,0.906801769,1.189684531,0.983961908,1.079631875
KY,4/23/20,1.038181345,1.031089577,0.915210451,1.197395244,0.975121263,1.07217029
KY,4/24/20,1.036434968,1.028787612,0.914176851,1.200773547,0.982663089,1.079747758
KY,4/25/20,1.033952599,1.024997194,0.913147634,1.18715872,0.977122473,1.072402767
KY,4/26/20,1.031088839,1.02227051,0.890096121,1.176324019,0.971294032,1.06648107
KY,4/27/20,1.026860865,1.01830523,0.878589977,1.162312981,0.954533856,1.050771066
KY,4/28/20,1.022230799,1.015512933,0.86816839,1.153337237,0.976985557,1.074313183
KY,4/29/20,1.016421676,1.010490645,0.883971213,1.16670092,0.969646104,1.064882931
KY,4/30/20,1.009475672,1.006562467,0.870164159,1.150893311,0.961003501,1.055831552
KY,5/1/20,1.001567956,0.998493537,0.869269504,1.151604238,0.954265461,1.046533532
KY,5/2/20,0.992477708,0.990571589,0.856108078,1.13438917,0.948695355,1.037305998
KY,5/3/20,0.982948278,0.981928419,0.851123873,1.131475134,0.931290728,1.022048447
KY,5/4/20,0.973736706,0.976709994,0.815474997,1.102693872,0.926141336,1.022599005
KY,5/5/20,0.964579086,0.971836811,0.809223405,1.093697478,0.92587467,1.023284651
KY,5/6/20,0.956466906,0.962583476,0.818070681,1.10598512,0.918390004,1.016051798
KY,5/7/20,0.949464958,0.955225822,0.793512006,1.085267054,0.908592478,1.007042927
KY,5/8/20,0.94378377,0.951555088,0.791320447,1.084895696,0.909568897,1.008345631
KY,5/9/20,0.939695428,0.949350709,0.77621875,1.078707242,0.904694405,1.003237829
KY,5/10/20,0.936696858,0.945706488,0.781682424,1.077617933,0.909264438,1.012659785
KY,5/11/20,0.933683329,0.945077431,0.771112619,1.080882907,0.906007443,1.010359049
KY,5/12/20,0.931254974,0.942588531,0.757718928,1.077664914,0.907658219,1.011172369
KY,5/13/20,0.929184675,0.941610567,0.758957937,1.088326652,0.906505472,1.012313896
KY,5/14/20,0.927693994,0.942482526,0.751048993,1.098367069,0.907264563,1.015826411
KY,5/15/20,0.927740837,0.939894785,0.726865446,1.085807595,0.898277089,1.011889641
KY,5/16/20,0.929678409,0.940229067,0.741491518,1.109737628,0.894018567,1.012580049
KY,5/17/20,0.932249877,0.942511181,0.751331802,1.138089505,0.880896627,1.007702125
KY,5/18/20,0.935929424,0.946984365,0.722988359,1.116242988,0.899450227,1.034179377
KY,5/19/20,0.940388001,0.948560506,0.732600387,1.140347651,0.89212467,1.029978053
KY,5/20/20,0.945123752,0.953171612,0.732911574,1.151621882,0.892405475,1.039589678
KY,5/21/20,0.950738891,0.959646133,0.719119826,1.158964155,0.889982167,1.048344126
KY,5/22/20,0.956577461,0.964885006,0.716524556,1.165380911,0.895989346,1.062996027
KY,5/23/20,0.962694587,0.966913888,0.695457602,1.162107537,0.90878082,1.082243034
KY,5/24/20,0.968808235,0.967114506,0.705200074,1.195221866,0.894696822,1.069757444
KY,5/25/20,0.974680072,0.974988768,0.706868682,1.207663568,0.897743659,1.07907078
LA,4/7/20,0.706173982,0.73152213,0.488092047,0.908908613,0.697631095,0.854999715
LA,4/8/20,0.714393712,0.736849054,0.511923265,0.912678184,0.699457429,0.853911381
LA,4/9/20,0.727182436,0.747645825,0.541278175,0.921941499,0.717419445,0.863886848
LA,4/10/20,0.743895146,0.764431963,0.558156208,0.919680575,0.732046467,0.873687876
LA,4/11/20,0.763465583,0.784949944,0.60153315,0.937069137,0.749747275,0.886123969
LA,4/12/20,0.784938835,0.801845155,0.621147042,0.934206811,0.775498915,0.905617318
LA,4/13/20,0.806962154,0.819541403,0.645844429,0.945704206,0.792502608,0.910413572
LA,4/14/20,0.828807374,0.844399544,0.67568959,0.961846995,0.802635533,0.91617292
LA,4/15/20,0.849635398,0.862860769,0.698368889,0.966142694,0.835547412,0.940084522
LA,4/16/20,0.868301668,0.881672319,0.741133023,1.002019992,0.857557628,0.95534339
LA,4/17/20,0.885470796,0.896642377,0.746360877,0.99421458,0.87465071,0.967261218
LA,4/18/20,0.901200223,0.910126162,0.773618455,1.012045066,0.887847641,0.974897934
LA,4/19/20,0.91522135,0.923468863,0.783999635,1.019027578,0.899263128,0.987586227
LA,4/20/20,0.928284548,0.93622743,0.799874097,1.034715613,0.903072386,0.986764423
LA,4/21/20,0.940195307,0.945724163,0.824264811,1.052138288,0.919900469,1.000784175
LA,4/22/20,0.951812889,0.955863283,0.851199796,1.069055991,0.91650239,0.994576419
LA,4/23/20,0.962377782,0.967059196,0.84807047,1.064119477,0.94156913,1.016776363
LA,4/24/20,0.972311689,0.976547882,0.852860023,1.071480756,0.939585441,1.014528807
LA,4/25/20,0.981957071,0.984308232,0.865556115,1.08441328,0.948976678,1.0225077
LA,4/26/20,0.990702748,0.993210486,0.878800521,1.093960657,0.958567532,1.032545241
