region,date,mean,median,lower_90,upper_90,lower_50,upper_50
MS,4/22/20,1.032108812,1.030127312,0.92097108,1.180678462,0.9793524,1.061245173
MS,4/23/20,1.02854737,1.026988834,0.915472265,1.162879558,0.971323008,1.055829271
MS,4/24/20,1.024770947,1.022967775,0.895469781,1.144214261,0.989827277,1.071875737
MS,4/25/20,1.021259626,1.019380412,0.90187797,1.147982317,0.975313514,1.054711558
MS,4/26/20,1.018510913,1.016438583,0.889717087,1.136892259,0.974775791,1.054015486
MS,4/27/20,1.015523224,1.01286426,0.891966447,1.135095183,0.973317878,1.051127379
MS,4/28/20,1.012808439,1.010988217,0.883034479,1.127563589,0.975529285,1.052480978
MS,4/29/20,1.010306962,1.009084677,0.886713206,1.130991028,0.977635443,1.056696538
MS,4/30/20,1.008048657,1.006872272,0.889173865,1.124141915,0.977453339,1.05642161
MS,5/1/20,1.00566218,1.006087641,0.884671404,1.119968113,0.970535976,1.051630012
MS,5/2/20,1.004616047,1.005997562,0.880800131,1.117611197,0.975131428,1.055745326
MS,5/3/20,1.004789411,1.006838147,0.892418542,1.132102554,0.971995683,1.053803843
MS,5/4/20,1.006296814,1.005589234,0.885340397,1.120851614,0.966289523,1.048186134
MS,5/5/20,1.008391334,1.00681263,0.890694237,1.137684382,0.970121031,1.05083894
MS,5/6/20,1.011134459,1.008609128,0.90577544,1.149477438,0.970618004,1.050426121
MS,5/7/20,1.014989212,1.012455804,0.891280396,1.134743573,0.971962863,1.053409074
MS,5/8/20,1.018654464,1.015683616,0.900494424,1.149692586,0.963593402,1.045432599
MS,5/9/20,1.022911682,1.01764273,0.889291316,1.14119644,0.978026881,1.059416841
MS,5/10/20,1.026697585,1.020748293,0.887160171,1.146612722,0.981427414,1.064488843
MS,5/11/20,1.030224366,1.023560626,0.914431285,1.179185397,0.989978752,1.073283561
MS,5/12/20,1.033845571,1.026876655,0.890382324,1.156208765,0.990194714,1.075685223
MS,5/13/20,1.037171566,1.030273332,0.893446474,1.168057771,0.97759542,1.066194574
MS,5/14/20,1.040628687,1.034629614,0.90118301,1.186881789,0.976307845,1.070446799
MS,5/15/20,1.044185381,1.038934461,0.896964519,1.190031489,0.985363633,1.081511866
MS,5/16/20,1.046747168,1.039164701,0.904104628,1.206114819,0.983453548,1.0827429
MS,5/17/20,1.049142549,1.042130871,0.922412958,1.238856505,0.989931562,1.095346343
MS,5/18/20,1.050093221,1.041734048,0.898253704,1.231849828,0.975760814,1.088967048
MS,5/19/20,1.049702898,1.042610069,0.892865681,1.242303687,0.970255536,1.089376953
MS,5/20/20,1.04789124,1.043200941,0.871214903,1.232575155,0.972096526,1.094823582
MS,5/21/20,1.045338474,1.039434528,0.84268265,1.231008795,0.972980734,1.103082897
MS,5/22/20,1.042211775,1.037951601,0.827368713,1.247387231,0.973767001,1.109040579
MS,5/23/20,1.038674435,1.036737472,0.819046351,1.263341318,0.97781615,1.119408354
MS,5/24/20,1.034737134,1.033688111,0.810195509,1.282381419,0.977921226,1.128948936
MS,5/25/20,1.031188128,1.033853726,0.794238519,1.277174628,0.953172869,1.11501402
MT,4/7/20,0.93896637,0.957738811,0.579009729,1.238716063,0.85384753,1.080552262
MT,4/8/20,0.934246243,0.951677066,0.582747715,1.246966364,0.856301888,1.077550385
MT,4/9/20,0.931088397,0.953921079,0.612527242,1.256777418,0.851109534,1.071838537
MT,4/10/20,0.929671951,0.951201732,0.606132452,1.256561339,0.858137979,1.077453182
MT,4/11/20,0.927692705,0.945992989,0.639775951,1.295834865,0.847664233,1.074395038
MT,4/12/20,0.925820625,0.942028125,0.580973852,1.240197499,0.853157579,1.076704225
MT,4/13/20,0.926710165,0.947776933,0.589579929,1.221116468,0.866148548,1.089675414
MT,4/14/20,0.929350542,0.953452504,0.605796112,1.244073568,0.856399768,1.085057881
MT,4/15/20,0.931883206,0.956630223,0.578181022,1.223896617,0.881384885,1.111676713
MT,4/16/20,0.936209741,0.963114343,0.601503832,1.267203632,0.865638646,1.089454155
MT,4/17/20,0.942959527,0.971344583,0.584492791,1.250317161,0.859054906,1.073697278
MT,4/18/20,0.949008845,0.97137432,0.609195665,1.279901444,0.871126167,1.091202373
MT,4/19/20,0.956017974,0.976934572,0.590621469,1.291820633,0.873161634,1.093779741
MT,4/20/20,0.961738383,0.977840664,0.589338719,1.296589419,0.872347109,1.102926212
MT,4/21/20,0.968654382,0.984756928,0.573989194,1.287349337,0.89509589,1.131690405
MT,4/22/20,0.975180861,0.987258538,0.603156986,1.30336815,0.878212738,1.125344583
MT,4/23/20,0.979215563,0.990657415,0.609772727,1.294571,0.900522855,1.149241733
MT,4/24/20,0.982686857,0.996682205,0.632267236,1.308274194,0.880171343,1.125113315
MT,4/25/20,0.985623269,0.998184166,0.624321058,1.304803421,0.906678037,1.153873462
MT,4/26/20,0.988772658,0.997904627,0.616152924,1.299797919,0.891352834,1.12931084
MT,4/27/20,0.991899869,0.9980849,0.625081966,1.303776503,0.888435786,1.130337274
MT,4/28/20,0.994024568,0.997935562,0.680436152,1.357257338,0.880357613,1.119698773
MT,4/29/20,0.996918327,1.001420651,0.671091628,1.34335902,0.888003938,1.122991173
MT,4/30/20,0.999403827,1.003939964,0.654604447,1.323045505,0.906816278,1.143133284
MT,5/1/20,0.999450716,1.002929633,0.674145196,1.33119356,0.911082493,1.14175782
MT,5/2/20,0.998261282,1.001412733,0.698028425,1.368571157,0.911779171,1.147767195
MT,5/3/20,0.998246471,0.998576414,0.663624342,1.340602775,0.919464278,1.152561897
MT,5/4/20,0.996649324,0.998900379,0.663740857,1.339538308,0.914890368,1.143587879
MT,5/5/20,0.994378343,0.995514519,0.662076833,1.350852101,0.897947354,1.123608126
MT,5/6/20,0.991393919,0.988973649,0.634466933,1.315953051,0.878565924,1.11767511
MT,5/7/20,0.986398476,0.986559952,0.634425737,1.308152011,0.877305029,1.125896149
MT,5/8/20,0.983354495,0.987060878,0.605533471,1.270170683,0.885507144,1.131649572
MT,5/9/20,0.981972322,0.983725043,0.663005778,1.331870578,0.889914571,1.13134879
MT,5/10/20,0.981336981,0.983897067,0.627284286,1.2842958,0.861207917,1.101450404
MT,5/11/20,0.981076655,0.980739192,0.66183323,1.319442767,0.869327198,1.111337313
MT,5/12/20,0.984720506,0.985850754,0.65797094,1.302072479,0.831606587,1.079112012
MT,5/13/20,0.988640469,0.991548944,0.681811284,1.306973225,0.861283391,1.09706315
MT,5/14/20,0.991061238,0.99519123,0.650044207,1.287543173,0.835494507,1.067878409
MT,5/15/20,0.992931658,0.995039496,0.636076504,1.288221681,0.882327364,1.112214166
MT,5/16/20,0.995756617,0.998061312,0.670830377,1.314992336,0.894916346,1.120615838
MT,5/17/20,0.998215363,0.995167669,0.679768897,1.326166042,0.874515167,1.108259309
MT,5/18/20,1.000566568,0.994111836,0.642177161,1.303205412,0.855653078,1.088148072
MT,5/19/20,1.003168385,0.998385629,0.681004362,1.335156818,0.858499131,1.100557831
MT,5/20/20,1.002889537,1.001088891,0.68462563,1.325601017,0.900361717,1.135205581
MT,5/21/20,1.003031004,0.999101926,0.611659927,1.271115002,0.880731164,1.111966429
MT,5/22/20,1.000963637,1.002963448,0.700317845,1.348607259,0.901522602,1.130537032
MT,5/23/20,0.997958139,1.000915238,0.679733481,1.331512326,0.902433349,1.137261743
MT,5/24/20,0.995934194,1.001855224,0.679047148,1.338150038,0.886389875,1.128104755
MT,5/25/20,0.993725726,0.996757298,0.706754042,1.369385371,0.844724072,1.088143591
NC,4/7/20,1.06370316,1.055369937,0.918317014,1.241803374,0.991625295,1.099105223
NC,4/8/20,1.067788837,1.05917415,0.930304974,1.224407073,1.001809281,1.10023218
NC,4/9/20,1.07102366,1.062998929,0.931328033,1.204283956,1.024009089,1.119158719
NC,4/10/20,1.074620921,1.066300282,0.953997985,1.211704696,1.011650525,1.102987295
NC,4/11/20,1.077789235,1.069990358,0.963018077,1.207323162,1.016624065,1.103556528
NC,4/12/20,1.08110632,1.071475189,0.963442628,1.198039824,1.023354812,1.106954713
NC,4/13/20,1.083674399,1.072054603,0.979336143,1.203719002,1.011735318,1.094853157
NC,4/14/20,1.085703894,1.072437376,0.982331255,1.203488027,1.011272306,1.094268623
NC,4/15/20,1.087037481,1.073648203,0.990221282,1.211107988,1.015196107,1.094956626
NC,4/16/20,1.087160675,1.074945878,0.98321329,1.201329389,1.017678912,1.095880231
NC,4/17/20,1.0863279,1.073911269,0.974988714,1.192394059,1.017550581,1.091782465
NC,4/18/20,1.08431838,1.072819541,0.977209709,1.194054345,1.023105445,1.097141785
NC,4/19/20,1.082121054,1.069704292,0.97914334,1.19501116,1.022625103,1.094035288
NC,4/20/20,1.079802614,1.069793811,0.974181575,1.186998695,1.024951456,1.094558722
NC,4/21/20,1.077298384,1.067840421,0.983618,1.192263274,1.021186544,1.086624428
NC,4/22/20,1.074872405,1.065104147,0.978969075,1.191226645,1.019114319,1.086905543
NC,4/23/20,1.072680951,1.063325092,0.980840266,1.193287063,1.016563612,1.082465033
NC,4/24/20,1.070980574,1.062110237,0.975801061,1.188853819,1.020628081,1.086371098
NC,4/25/20,1.070219009,1.060849858,0.979234212,1.195980266,1.018758967,1.085084988
NC,4/26/20,1.07000088,1.060845791,0.980610925,1.191083838,1.015539026,1.082864255
NC,4/27/20,1.070299362,1.062056001,0.971730027,1.180255794,1.020310218,1.088147172
NC,4/28/20,1.072267103,1.063935591,0.972692438,1.181424428,1.010930119,1.080169825
NC,4/29/20,1.074447806,1.065508666,0.97692418,1.188646685,1.022430052,1.092860784
NC,4/30/20,1.077199346,1.067893774,0.972048323,1.189119111,1.029802893,1.100952718
NC,5/1/20,1.080854525,1.071165171,0.97598998,1.192949669,1.029763794,1.100655288
NC,5/2/20,1.084984954,1.074934079,0.974853071,1.190894443,1.023641926,1.09449694
NC,5/3/20,1.089520886,1.077496174,0.993607559,1.19428163,1.03572545,1.105970415
NC,5/4/20,1.093459612,1.081128064,0.998221118,1.201247222,1.021459487,1.094015249
NC,5/5/20,1.097465484,1.084531408,0.993711478,1.197270613,1.030998583,1.101694597
NC,5/6/20,1.100653496,1.087343663,0.99589378,1.198176037,1.028672197,1.102638603
NC,5/7/20,1.103055505,1.089201432,1.011178463,1.212777795,1.031399907,1.10554951
NC,5/8/20,1.104590117,1.09003453,0.996117827,1.194761419,1.029257913,1.105983574
NC,5/9/20,1.104900174,1.091531917,0.999199205,1.204936045,1.036658407,1.114302931
NC,5/10/20,1.103857315,1.089424782,0.997828459,1.204636799,1.030212377,1.109574876
NC,5/11/20,1.101465524,1.087501608,0.999177657,1.207093948,1.038547253,1.117600986
NC,5/12/20,1.098029356,1.08636914,0.995140422,1.20148922,1.025639016,1.104854492
NC,5/13/20,1.093417564,1.081090629,0.989184162,1.197715657,1.030781722,1.110625101
NC,5/14/20,1.087940238,1.076283636,0.979560171,1.194665988,1.022916884,1.10019784
NC,5/15/20,1.081649241,1.069751403,0.972602168,1.19442528,1.022774302,1.102122695
NC,5/16/20,1.074613794,1.062968499,0.975798206,1.19798231,1.003148442,1.081936636
NC,5/17/20,1.067991205,1.057060432,0.964173917,1.191077203,1.010933696,1.09111962
NC,5/18/20,1.060500438,1.050836653,0.950271942,1.194958221,0.997679077,1.082976506
NC,5/19/20,1.052858217,1.043572014,0.927163125,1.189283375,0.991141938,1.08131926
NC,5/20/20,1.04466035,1.036721794,0.918461958,1.200482462,0.989035969,1.085632014
NC,5/21/20,1.036657992,1.033246659,0.89635906,1.200884529,0.968608738,1.073260837
NC,5/22/20,1.028448736,1.026958093,0.858953147,1.190544923,0.972574671,1.082702722
NC,5/23/20,1.021254181,1.021334705,0.873701459,1.214202009,0.962104447,1.079867328
NC,5/24/20,1.014343557,1.01539024,0.834221641,1.20450521,0.946540162,1.072029711
NC,5/25/20,1.008454782,1.011454699,0.811448681,1.212497941,0.939777986,1.07298383
ND,4/7/20,1.087678706,1.071317646,0.830468527,1.370766686,0.994124337,1.18097732
ND,4/8/20,1.091042509,1.072123446,0.851714155,1.378316749,0.961406421,1.14625239
ND,4/9/20,1.093172702,1.070855235,0.85319102,1.367967818,0.978076984,1.156040577
ND,4/10/20,1.093978402,1.076806231,0.857704708,1.375058697,0.995226218,1.173290955
ND,4/11/20,1.093173274,1.083243957,0.825539126,1.331533372,0.997555481,1.17405155
ND,4/12/20,1.089273429,1.081042838,0.81759669,1.320536693,0.989232975,1.163025119
ND,4/13/20,1.083280992,1.0766635,0.82646321,1.314002648,1.008226442,1.181064688
ND,4/14/20,1.076497974,1.069178027,0.815949213,1.284344828,0.976874168,1.143672626
ND,4/15/20,1.068183687,1.065317988,0.839528314,1.307196069,0.979782659,1.148946511
ND,4/16/20,1.060039369,1.053303097,0.826462715,1.279575671,0.958122303,1.125495819
ND,4/17/20,1.051215988,1.0468727,0.810656977,1.26370904,0.968495365,1.131227096
ND,4/18/20,1.042821783,1.036869671,0.8002801,1.243088825,0.957585453,1.118986766
ND,4/19/20,1.036237242,1.035515532,0.817690138,1.248335095,0.947038933,1.105830573
ND,4/20/20,1.031154061,1.031632234,0.79465615,1.242909911,0.936823931,1.096721904
ND,4/21/20,1.026257363,1.026866437,0.798799224,1.246489772,0.939613054,1.098197048
ND,4/22/20,1.02342699,1.022045695,0.780070704,1.242610071,0.943329181,1.100701954
ND,4/23/20,1.02159661,1.019575406,0.78893684,1.249745814,0.938235923,1.092324655
ND,4/24/20,1.019224556,1.019124661,0.79409125,1.246796776,0.943328415,1.100629837
ND,4/25/20,1.020049373,1.018534394,0.811265088,1.256327626,0.939681365,1.09562514
ND,4/26/20,1.022963501,1.023323194,0.82692253,1.25940277,0.933881273,1.094319206
ND,4/27/20,1.026241995,1.024933146,0.806086569,1.249592256,0.918097687,1.085080355
ND,4/28/20,1.029714534,1.027906733,0.790048464,1.23754887,0.942837439,1.105761527
ND,4/29/20,1.034501634,1.032304744,0.803862713,1.250926307,0.931805366,1.094864463
ND,4/30/20,1.040390292,1.034533306,0.818544238,1.261184078,0.947328634,1.104668669
ND,5/1/20,1.046571758,1.039802006,0.831257278,1.268969772,0.961305556,1.114550681
ND,5/2/20,1.053190938,1.04563664,0.848896731,1.28126482,0.962033851,1.115943673
ND,5/3/20,1.059913733,1.053122863,0.839374379,1.275034543,0.95436365,1.113436299
ND,5/4/20,1.066351218,1.056452718,0.863965299,1.312048994,0.944372301,1.106471801
ND,5/5/20,1.072871155,1.062101659,0.816944651,1.273948195,0.943577855,1.112063729
ND,5/6/20,1.078446641,1.065151143,0.861144882,1.319251686,0.966319501,1.132625989
ND,5/7/20,1.081500327,1.069724885,0.870705363,1.322772287,0.981114862,1.150815663
ND,5/8/20,1.083190647,1.07118687,0.868547707,1.319339708,0.944861518,1.11911191
ND,5/9/20,1.084317406,1.072360764,0.84621322,1.29601813,0.959575664,1.132599829
ND,5/10/20,1.083328045,1.069636667,0.850674254,1.296883042,0.968941926,1.136886628
ND,5/11/20,1.079652055,1.064517129,0.834505103,1.276639879,0.956289285,1.120283217
ND,5/12/20,1.07436296,1.060081038,0.848021856,1.289540842,0.951672825,1.117404099
ND,5/13/20,1.067239394,1.057154611,0.840844745,1.297422743,0.959185729,1.12432153
ND,5/14/20,1.059837472,1.052776018,0.809479247,1.269661853,0.956084982,1.119572883
ND,5/15/20,1.051932172,1.046616449,0.812919167,1.263142599,0.957889821,1.11981836
ND,5/16/20,1.042727431,1.037914642,0.796718383,1.263935617,0.956605995,1.118946922
ND,5/17/20,1.034282205,1.035045658,0.796768154,1.264890749,0.936750487,1.102139769
ND,5/18/20,1.026575945,1.025057989,0.803376512,1.275568723,0.938828702,1.105757717
ND,5/19/20,1.019830616,1.01943047,0.796245783,1.278645833,0.938128564,1.1038151
ND,5/20/20,1.013926177,1.011530155,0.764975525,1.276187949,0.93984016,1.111481941
ND,5/21/20,1.008510373,1.006054272,0.733320648,1.271026501,0.927632,1.099748056
ND,5/22/20,1.003158775,1.002804884,0.756053244,1.296224567,0.92700938,1.106238852
ND,5/23/20,0.998695777,0.997482459,0.736969123,1.284357836,0.90769471,1.0976387
ND,5/24/20,0.995747572,0.994641472,0.751738626,1.310753274,0.905677087,1.098712153
ND,5/25/20,0.994219439,0.99069091,0.691336768,1.275610301,0.897094869,1.09305186
NE,4/7/20,1.260409983,1.225291285,1.008303939,1.536174229,1.071357817,1.279044723
NE,4/8/20,1.276855895,1.23925915,1.034609597,1.554343051,1.07549404,1.281274268
NE,4/9/20,1.291504467,1.253750127,1.035592917,1.545238046,1.07990914,1.284125979
NE,4/10/20,1.304025647,1.263509796,1.055176384,1.566220438,1.1115892,1.311307345
NE,4/11/20,1.313962103,1.273083853,1.041558326,1.5519281,1.131823356,1.327481076
NE,4/12/20,1.320809917,1.286269043,1.065262796,1.579413802,1.144701838,1.341593386
NE,4/13/20,1.324040847,1.290429916,1.079502492,1.586243933,1.140019561,1.338622141
NE,4/14/20,1.323405429,1.291331001,1.069990932,1.562784246,1.161946291,1.358697392
NE,4/15/20,1.319655082,1.292385488,1.063286447,1.549817135,1.150193237,1.337833741
NE,4/16/20,1.312583503,1.287154558,1.060155369,1.53038179,1.146584068,1.329252689
NE,4/17/20,1.302156173,1.27763574,1.065970094,1.524355707,1.141033579,1.320290897
NE,4/18/20,1.288039702,1.263077114,1.052755657,1.492268272,1.130936941,1.305130654
NE,4/19/20,1.270753673,1.246217972,1.06503462,1.479648759,1.129438471,1.302893266
NE,4/20/20,1.250816727,1.228108935,1.056299186,1.443050367,1.08983657,1.253288769
NE,4/21/20,1.228192809,1.20540748,1.04099604,1.39167539,1.088614082,1.238849656
NE,4/22/20,1.203342149,1.182625456,1.038276166,1.364803312,1.065096718,1.201576908
NE,4/23/20,1.176988686,1.156810461,1.024276852,1.327762159,1.057568972,1.176445717
NE,4/24/20,1.149187278,1.131390817,1.011289844,1.29020979,1.043751943,1.147967335
NE,4/25/20,1.120890818,1.102590683,1.00212141,1.25353412,1.026556903,1.119901847
NE,4/26/20,1.092223785,1.076577168,0.990484198,1.232927716,1.008927227,1.092719269
NE,4/27/20,1.064092072,1.051735946,0.95382318,1.184063152,1.007677539,1.084667565
NE,4/28/20,1.037298648,1.029104665,0.926922976,1.149535934,0.990092058,1.060030729
NE,4/29/20,1.011537395,1.008765499,0.896399072,1.11874784,0.971621348,1.040452862
NE,4/30/20,0.987752086,0.989649788,0.875245265,1.091948322,0.960698755,1.02797612
NE,5/1/20,0.965594198,0.971920052,0.851959976,1.071771676,0.940715431,1.01197488
NE,5/2/20,0.94680239,0.957536318,0.823435945,1.047134722,0.936581146,1.011180256
NE,5/3/20,0.931242134,0.944435677,0.804980924,1.037609325,0.91845602,0.996355427
NE,5/4/20,0.919770939,0.93415715,0.796869302,1.038110468,0.908017151,0.987777397
NE,5/5/20,0.912090413,0.92735213,0.79780427,1.036386476,0.907826784,0.990548715
NE,5/6/20,0.90825039,0.923960329,0.785076427,1.031266121,0.899744185,0.982715738
NE,5/7/20,0.908281797,0.922797857,0.783284497,1.025424008,0.895042103,0.978222729
NE,5/8/20,0.910520806,0.925014198,0.782868556,1.029730989,0.905983352,0.989220683
NE,5/9/20,0.915784089,0.929163962,0.784764947,1.035745889,0.902014591,0.988133844
NE,5/10/20,0.922911247,0.934217974,0.803763402,1.049608893,0.904740329,0.990868658
NE,5/11/20,0.930920035,0.941123108,0.798230859,1.049233389,0.902526444,0.991948629
NE,5/12/20,0.939728638,0.950690038,0.8053541,1.055378569,0.917873978,1.009531119
NE,5/13/20,0.948848376,0.958089792,0.806650185,1.063240545,0.92015335,1.013184131
NE,5/14/20,0.95785386,0.965340953,0.820771013,1.094175136,0.919094013,1.015854609
NE,5/15/20,0.966213791,0.971084283,0.821872569,1.114580037,0.924939491,1.023343203
NE,5/16/20,0.97400724,0.978060164,0.813164889,1.128703698,0.924284302,1.028741411
NE,5/17/20,0.98127173,0.980416203,0.800983718,1.139742321,0.927594448,1.039839804
NE,5/18/20,0.988804862,0.986443509,0.814515202,1.163035746,0.929775239,1.046865538
NE,5/19/20,0.996667723,0.995442512,0.818666722,1.198948811,0.935086779,1.059191623
NE,5/20/20,1.003680381,0.999301069,0.802483781,1.199401418,0.90958056,1.042494372
NE,5/21/20,1.009972387,1.003781539,0.808337373,1.221902784,0.942414928,1.081501066
NE,5/22/20,1.01512938,1.008114809,0.814840558,1.24458763,0.93711801,1.078911572
NE,5/23/20,1.01902633,1.012254694,0.813633596,1.268112495,0.936862447,1.084484106
NE,5/24/20,1.021566981,1.016988735,0.79982261,1.277479256,0.932215753,1.08599387
NE,5/25/20,1.023569807,1.017160329,0.793077107,1.288891199,0.941284336,1.105074976
NH,4/7/20,1.05237798,1.044168353,0.767237142,1.298319868,0.961829083,1.134714384
NH,4/8/20,1.053036371,1.047051862,0.781919224,1.289181381,0.976272901,1.144450179
NH,4/9/20,1.054701101,1.048240699,0.798037732,1.280546103,0.980487893,1.145373876
NH,4/10/20,1.056990474,1.05007427,0.827993889,1.295317866,0.962588257,1.12857898
NH,4/11/20,1.059293369,1.05324299,0.846419409,1.296131499,0.932793237,1.09082622
NH,4/12/20,1.060943626,1.048991524,0.858792818,1.292266052,0.951026296,1.103349675
NH,4/13/20,1.06369687,1.053053461,0.862881449,1.290394027,0.964575014,1.115342945
NH,4/14/20,1.065959081,1.055040381,0.870728214,1.288124826,0.948827747,1.100076821
NH,4/15/20,1.068998809,1.059338929,0.864372456,1.270756052,0.979035601,1.121866368
NH,4/16/20,1.071007164,1.059454183,0.867421436,1.271429252,0.986949122,1.124856217
NH,4/17/20,1.072564633,1.060235191,0.879527064,1.2879076,0.979195056,1.11647181
NH,4/18/20,1.072948106,1.060028544,0.877387178,1.284052952,0.989713062,1.124519252
NH,4/19/20,1.073671454,1.06120016,0.881376293,1.28268024,0.995660827,1.125090854
NH,4/20/20,1.073199167,1.061125883,0.889613368,1.279282617,0.982473267,1.112283773
NH,4/21/20,1.070819787,1.058980672,0.894304927,1.281615432,0.987610895,1.111447606
NH,4/22/20,1.06578313,1.053778306,0.882580655,1.280985817,0.983392651,1.108968454
NH,4/23/20,1.058357368,1.045797596,0.855212267,1.260428318,0.969981501,1.09925394
NH,4/24/20,1.049760373,1.038446816,0.85568356,1.261851437,0.969877562,1.097986551
NH,4/25/20,1.039616998,1.030872182,0.87354715,1.260258158,0.970736367,1.099234875
NH,4/26/20,1.028885619,1.021046835,0.853182178,1.228873488,0.960880551,1.090283521
NH,4/27/20,1.018202764,1.014605773,0.834063906,1.215307842,0.945026342,1.070001289
NH,4/28/20,1.007755044,1.005301536,0.814457927,1.20992486,0.935477892,1.064211779
NH,4/29/20,0.998220068,0.996500408,0.798850636,1.195839378,0.930414104,1.065180245
NH,4/30/20,0.989650061,0.991330321,0.804933911,1.199102452,0.93099876,1.070277304
NH,5/1/20,0.982431021,0.984183913,0.80164148,1.193191505,0.928573863,1.071002649
NH,5/2/20,0.976463648,0.978692085,0.780715961,1.17420243,0.916940311,1.061346503
NH,5/3/20,0.972336382,0.973751605,0.785731302,1.171230421,0.915705661,1.057187169
NH,5/4/20,0.970290961,0.971811442,0.784535667,1.181969518,0.928614659,1.065286122
NH,5/5/20,0.970260278,0.977943463,0.765191816,1.170770148,0.926001358,1.062678817
NH,5/6/20,0.971779581,0.978187728,0.764019515,1.167629625,0.910948522,1.052006774
NH,5/7/20,0.974011893,0.980673837,0.757371855,1.158076257,0.912494152,1.050410495
NH,5/8/20,0.976902166,0.977275007,0.76874238,1.161095134,0.905417114,1.049184347
NH,5/9/20,0.980636249,0.979170864,0.783238279,1.181745437,0.918515932,1.063557494
NH,5/10/20,0.984795959,0.982672634,0.785077496,1.178910988,0.922132075,1.066250929
NH,5/11/20,0.989432054,0.989156525,0.80062693,1.187721475,0.927786391,1.077686444
NH,5/12/20,0.993804607,0.988792368,0.786093235,1.185039043,0.907942478,1.061976255
NH,5/13/20,0.997609362,0.994218182,0.796552841,1.207235323,0.895723884,1.050157277
NH,5/14/20,1.000722748,0.997740085,0.794465232,1.220864234,0.914442826,1.070420024
NH,5/15/20,1.003755124,0.999384937,0.769060818,1.203793855,0.909055914,1.06761484
NH,5/16/20,1.005807942,0.999175965,0.770476792,1.209050503,0.900532782,1.062154646
NH,5/17/20,1.004408379,0.997545773,0.793176689,1.241037518,0.887773482,1.053243043
NH,5/18/20,1.00020571,0.993623195,0.772164945,1.225822463,0.898753436,1.067124772
NH,5/19/20,0.996199735,0.990929487,0.76052848,1.24847525,0.901290345,1.07153283
NH,5/20/20,0.992347537,0.990895624,0.754765227,1.269887853,0.909283365,1.087343168
NH,5/21/20,0.988703423,0.988575863,0.727948862,1.271582863,0.876166604,1.06158261
NH,5/22/20,0.985844048,0.98788326,0.73127631,1.269155921,0.897288733,1.087287252
NH,5/23/20,0.985164086,0.987124034,0.706287202,1.256573012,0.861440088,1.060097697
NH,5/24/20,0.985464632,0.986934584,0.69578803,1.272779355,0.897048041,1.100270225
NH,5/25/20,0.986154269,0.989438753,0.682425266,1.268047251,0.864460502,1.075300399
NJ,4/7/20,0.996996925,0.999200119,0.935014461,1.064977066,0.97441869,1.017877594
NJ,4/8/20,0.992918021,0.994659577,0.931933794,1.042404806,0.976896037,1.014056558
NJ,4/9/20,0.988152539,0.991346262,0.938020537,1.035664101,0.98215178,1.015162374
NJ,4/10/20,0.981643818,0.985612052,0.931752231,1.025309299,0.968593396,1.001666773
NJ,4/11/20,0.974907958,0.978612121,0.925767563,1.015704895,0.969679571,1.001161446
NJ,4/12/20,0.966887449,0.972102182,0.922886676,1.010432131,0.965900799,0.99660709
NJ,4/13/20,0.95719695,0.962349707,0.906609794,1.001736101,0.954108251,0.987303665
NJ,4/14/20,0.947248371,0.952985145,0.891875399,0.991210476,0.940115643,0.975851678
NJ,4/15/20,0.935467699,0.94208258,0.877150784,0.98642442,0.930053843,0.970072188
NJ,4/16/20,0.923143934,0.930393482,0.86400634,0.981560084,0.916080791,0.9607648
NJ,4/17/20,0.910405018,0.918056532,0.849765204,0.977891498,0.902256281,0.95205016
NJ,4/18/20,0.896961472,0.90475023,0.820023899,0.962977905,0.88552245,0.941621023
NJ,4/19/20,0.883735739,0.892444094,0.803380365,0.958719737,0.875070085,0.937336378
NJ,4/20/20,0.870572217,0.87843601,0.783404349,0.954424321,0.857383696,0.926922889
NJ,4/21/20,0.858105905,0.866777595,0.760974814,0.94824273,0.852909744,0.928432299
NJ,4/22/20,0.846210783,0.857170251,0.737002006,0.942680134,0.841653906,0.920385103
NJ,4/23/20,0.835484206,0.847124381,0.730057546,0.950497746,0.823628274,0.907301079
NJ,4/24/20,0.825981013,0.838258782,0.716277597,0.946044935,0.815806161,0.904752342
NJ,4/25/20,0.81752543,0.830760507,0.699606383,0.944390784,0.808463007,0.902792861
NJ,4/26/20,0.810368472,0.823782654,0.689353149,0.941279331,0.798816866,0.896274088
NJ,4/27/20,0.804817975,0.817909499,0.688375451,0.946733534,0.791555375,0.892996077
NJ,4/28/20,0.801298629,0.815190025,0.660775003,0.923603897,0.776814197,0.878946998
NJ,4/29/20,0.798984505,0.813564065,0.663173954,0.93024733,0.774608194,0.876779546
NJ,4/30/20,0.798636455,0.815366944,0.657473391,0.930033877,0.783084871,0.885690719
NJ,5/1/20,0.800891156,0.81688908,0.661224786,0.927010245,0.778823535,0.880356098
NJ,5/2/20,0.804908697,0.821006561,0.663213572,0.926593513,0.779685389,0.879074171
NJ,5/3/20,0.811617676,0.826461379,0.675883089,0.931148394,0.802148557,0.899647127
NJ,5/4/20,0.820255975,0.833746045,0.69555231,0.945065048,0.809630899,0.900316036
NJ,5/5/20,0.831202369,0.844050844,0.708225873,0.941297513,0.818269824,0.906976741
NJ,5/6/20,0.843504644,0.856549975,0.732953451,0.949606963,0.830912091,0.914883363
